Name,Time,Artist,Album,Genre,Plays,Album Artist,Release Date,Track Number,Last Played,Skips,Last Skipped,Date Added,Composer
We're Back!,1:50,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,1 of 20,,,,1/8/2011 16:20:00,"Andy Samberg, Akiva Schaffer, Jorma Taccone, Brendan Long & Brandon Lamela"
Mama,2:00,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,2 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer & Jorma Taccone"
I Just Had Sex (feat. Akon),2:47,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,3 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone, Justin Franks & Jerrod Bettis"
Jack Sparrow (feat. Michael Bolton),3:08,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,4 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone & M. Woods"
Attracted to Us (feat. Beck),1:52,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,5 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone, Beck Hansen & C.M. Greif-Neill"
Rocky,2:33,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,6 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone, L. Hamilton, Albert Savoy, Elijah Walker & M Potsic"
My Mic,0:23,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,7 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer & Jorma Taccone"
Turtleneck & Chain (feat. Snoop Dogg),2:44,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,8 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone, C. Broadus & J. Coleman"
Shy Ronnie 2: Ronnie & Clyde (feat. Rihanna),2:27,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,9 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone & T. Williams"
Trouble On Dookie Island,2:10,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,10 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone, B. Long & B. Lamela"
Falcor vs. Atreyu (Classy Skit #1),0:29,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,11 of 20,,,,1/8/2011 16:20:00,"Akiva Schaffer, Jorma Taccone & Andrew Samberg"
Motherlover (feat. Justin Timberlake),2:50,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,12 of 20,,,,1/8/2011 16:20:00,"Justin Timberlake, Andrew Samberg, Akiva Schaffer, Jorma Taccone, D. Campbell & A. Taccone"
The Creep (feat. Nicki Minaj),2:39,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,13 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer, Jorma Taccone & Scott Jung"
Watch Me Do Me (Classy Skit #2),0:27,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,14 of 20,,,,1/8/2011 16:20:00,"Akiva Schaffer, Jorma Taccone, Andrew Samberg & Drew Campbell"
Threw It On the Ground,2:39,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,15 of 20,,,,1/8/2011 16:20:00,"Akiva Schaffer, Jorma Taccone, Andrew Samberg & D. Campbell"
Japan,2:31,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,16 of 20,,,,1/8/2011 16:20:00,"Akiva Schaffer, Jorma Taccone, Andrew Samberg & T. Williams"
After Party (feat. Santigold),2:53,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,17 of 20,,,,1/8/2011 16:20:00,"Akiva Schaffer, Jorma Taccone, Andrew Samberg & M. Midttun"
No Homo,2:03,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,18 of 20,,,,1/8/2011 16:20:00,"Akiva Schaffer, Jorma Taccone, Andrew Samberg, B. Byrd & B. Long"
No Homo Outro,0:41,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,1,The Lonely Island,10/5/2011,19 of 20,13/04/2014 4:43 PM,,,1/8/2011 16:20:00,Willie Clarke & Clarence Reid
Reba (Two Worlds Collide) [feat. Kenan Thompson],2:23,The Lonely Island,Turtleneck & Chain (Deluxe Version),Comedy,,The Lonely Island,10/5/2011,20 of 20,,,,1/8/2011 16:20:00,"Andrew Samberg, Akiva Schaffer & Jorma Taccone"
The Sad Café,4:46,Lorrie Morgan,Common Thread: The Songs Of The Eagles,Rock,,,,13 of 13,,,,7/10/2013 16:13:00,
Untitled,1:26,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,1 of 10,,,,17/04/2015 9:57 PM,
Strangers,4:31,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,2 of 10,,,,17/04/2015 9:57 PM,
Out of Touch,4:33,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,3 of 10,,,,17/04/2015 9:57 PM,
Dusty Rhodes,3:39,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,4 of 10,,,,17/04/2015 9:57 PM,
White Galactic One,4:06,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,5 of 10,,,,17/04/2015 9:57 PM,
Monoliths,3:35,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,6 of 10,,,,17/04/2015 9:57 PM,
Jet Out of the Tundra,6:33,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,7 of 10,,,,17/04/2015 9:57 PM,
Eveningness,5:05,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,8 of 10,,,,17/04/2015 9:57 PM,
Remember Our Days,5:08,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,9 of 10,,,,17/04/2015 9:57 PM,
Black Buzz,5:31,Lotus Plaza,Spooky Action At a Distance,Alternative,,Lotus Plaza,2/4/2012,10 of 10,,,,17/04/2015 9:57 PM,
Sweet Home Alabama,4:45,Lynyrd Skynyrd,The Best Of 70's Rock (The Millennium Collection),Rock,,,,8 of 13,,1,10/3/2014 20:03:00,7/10/2013 16:13:00,
Paper Planes vs. Eric B. Is President,3:09,M.I.A. vs. Eric B. & Rakim,DJ Hero Soundtrack,Game,,,,,,,,7/10/2013 16:13:00,
Paper Planes vs. Eric B. Is President,3:05,M.I.A. vs. Eric B. & Rakim,DJ Hero Soundtrack,Game,,,,,,,,7/10/2013 16:13:00,
A Jagged Gorgeous Winter,3:50,The Main Drag,Yours As Fast As Mine,Alternative,,The Main Drag,28/06/2007,3 of 11,,,,28/12/2011 1:57 PM,
Saturos vs. Mercury,4:22,Malice X,Golden Sun,Game,,,,,,,,7/10/2013 16:13:00,
Body Language,6:45,Mandy vs. Brookashade,Forza Motorsport 2,Game,,Various,,13 of 27,,,,7/10/2013 16:13:00,
Time to Fly,2:33,Mark Siegenthaler,ACid,Electronic,1,,,,7/7/2014 16:34:00,,,7/10/2013 15:44:00,
Dancing In The Street,2:40,Martha Reeves & The Vandellas,The Big Chill,Rock,,,,12 of 14,,,,7/10/2013 16:13:00,"William Stevenson, Ivy Jo Hunter, Marvin Gaye"
Too Many Fish In The Sea,2:31,The Marvelettes,The Big Chill,Rock,,,,14 of 14,,,,7/10/2013 16:13:00,"Edward Holland Jr., Norman Whitfield"
I Heard It Through The Grapevine,5:03,Marvin Gaye,The Big Chill,Rock,,,,1 of 14,,,,7/10/2013 16:13:00,"Alfred Cleveland, Marvin Gaye, Renaldo Benson, Barrett Strong, Norman Whitfield"
What's Going On,3:53,Marvin Gaye,The Big Chill,Rock,,,,13 of 14,,,,7/10/2013 16:13:00,"Alfred Cleveland, Marvin Gaye, Renaldo Benson"
I Heard It Through The Grapevine vs. Feel Good Inc.,3:41,Marvin Gaye vs. Gorillaz,DJ Hero Soundtrack,Game,,,,,,,,7/10/2013 16:13:00,
Arrows of Desire,4:06,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,1 of 10,21/10/2013 3:33 PM,,,20/10/2013 5:14 PM,
Via Dolorosa,4:02,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,2 of 10,21/10/2013 5:06 PM,,,20/10/2013 5:14 PM,
Had It Coming,2:40,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,3 of 10,21/10/2013 5:08 PM,,,20/10/2013 5:14 PM,
We're Long Gone,2:10,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,4 of 10,21/10/2013 5:11 PM,,,20/10/2013 5:14 PM,
So Close,3:43,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,5 of 10,21/10/2013 5:21 PM,,,20/10/2013 5:14 PM,
Garden of Knives,5:29,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,6 of 10,21/10/2013 5:27 PM,,,20/10/2013 5:14 PM,
Mutineering,5:06,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,7 of 10,21/10/2013 5:32 PM,,,20/10/2013 5:14 PM,
Hey Hell Heaven,3:51,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,8 of 10,21/10/2013 5:36 PM,,,20/10/2013 5:14 PM,
Guns of Carolina,4:42,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,9 of 10,21/10/2013 5:40 PM,,,20/10/2013 5:14 PM,
Letters In Wartime,6:46,Matthew Good,Arrows of Desire,Rock,1,Matthew Good,24/09/2013,10 of 10,21/10/2013 3:39 PM,,,20/10/2013 5:14 PM,
In a World Called Catastrophe,5:58,Matthew Good,Avalanche (International Version),Rock,,Matthew Good,4/3/2003,4 of 13,,1,11/10/2013 15:02:00,12/2/2009 17:10:00,
Champions of Nothing,9:34,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,1 of 15,,,,31/07/2007 9:46 PM,Matthew Good
A Single Explosion,3:02,Matthew Good,Hospital Music,Alternative,1,Matthew Good,31/07/2007,2 of 15,21/10/2013 3:42 PM,,,31/07/2007 9:46 PM,Matthew Good
Metal Airplanes,5:42,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,3 of 15,,,,31/07/2007 9:46 PM,Matthew Good
99% of Us Is a Failure,5:37,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,4 of 15,,1,15/10/2013 1:08 PM,31/07/2007 9:46 PM,Matthew Good
Born Losers,5:19,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,5 of 15,,1,21/10/2013 3:42 PM,31/07/2007 9:46 PM,Matthew Good
Odette,3:29,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,6 of 15,,,,31/07/2007 9:46 PM,Matthew Good
Black Helicopter,4:44,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,7 of 15,,,,31/07/2007 9:46 PM,Matthew Good
The Boy Come Home,4:55,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,8 of 15,,,,31/07/2007 9:46 PM,Matthew Good
The Devil's In Your Details,3:57,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,9 of 15,,,,31/07/2007 9:46 PM,Matthew Good & Ryan Dahle
Moon Over Marin,3:08,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,10 of 15,,,,31/07/2007 9:46 PM,Dead Kennedys
Girl Wedged Under the Front of a Firebird,1:23,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,11 of 15,,,,31/07/2007 9:46 PM,Matthew Good
I Am Not Safer Than a Bank,0:54,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,12 of 15,,,,31/07/2007 9:46 PM,Matthew Good
I'm a Window,3:36,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,13 of 15,,1,11/10/2013 14:58:00,31/07/2007 9:46 PM,Matthew Good
She's In It for the Money,5:07,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,14 of 15,,,,31/07/2007 9:46 PM,Matthew Good
True Love Will Find You In the End,2:02,Matthew Good,Hospital Music,Alternative,,Matthew Good,31/07/2007,15 of 15,,,,31/07/2007 9:46 PM,Daniel Johnston
Us Remains Impossible,4:47,Matthew Good,Vancouver (Bonus Track Version),Rock,,Matthew Good,6/10/2009,4 of 12,,1,11/10/2013 14:47:00,26/03/2010 8:29 PM,Matthew Good
Man Of Action,7:01,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,1 of 12,,,,7/10/2013 15:44:00,Matt Good
Carmelina,4:16,Matthew Good Band,The Audio Of Being,Alternative & Punk,1,,,2 of 12,11/10/2013 14:43:00,,,7/10/2013 15:44:00,Matt Good
Tripoli,4:39,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,3 of 12,,,,7/10/2013 15:44:00,Matt Good
Advertising On Police Cars,7:08,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,4 of 12,,,,7/10/2013 15:44:00,Matt Good
"I, The Throw Away",3:09,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,5 of 12,,,,7/10/2013 15:44:00,Matt Good
Truffle Pigs,4:47,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,6 of 12,,,,7/10/2013 15:44:00,Matt Good
The Fall Of Man,5:04,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,7 of 12,,,,7/10/2013 15:44:00,Matt Good
Under The Influence,4:32,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,8 of 12,,,,7/10/2013 15:44:00,Matt Good
The Rat Who Would Be King,6:47,Matthew Good Band,The Audio Of Being,Alternative & Punk,2,,,9 of 12,13/04/2014 4:08 PM,,,7/10/2013 15:44:00,Matt Good
Anti-Pop,4:09,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,10 of 12,,,,7/10/2013 15:44:00,Matt Good
The Workers Sing A Song Of Mass Production,5:21,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,11 of 12,,,,7/10/2013 15:44:00,Matt Good
Sort Of A Protest Song,6:34,Matthew Good Band,The Audio Of Being,Alternative & Punk,,,,12 of 12,,,,7/10/2013 15:44:00,Matt Good
Giant,6:11,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,1 of 14,,,,7/10/2013 15:44:00,Genn/Good
Hello Time Bomb,3:58,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,2 of 14,,,,7/10/2013 15:44:00,Genn/Good
Strange Days,4:25,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,3 of 14,,,,7/10/2013 15:44:00,Genn/Good
Deep 6ix,5:05,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,4 of 14,,,,7/10/2013 15:44:00,Genn/Good
Load Me Up,3:41,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,5 of 14,,,,7/10/2013 15:44:00,Browne/Priske
Failing The Rorscach Test,4:46,Matthew Good Band,Beautiful Midnight,Alternative & Punk,1,,,6 of 14,15/10/2013 1:21 PM,,,7/10/2013 15:44:00,Genn/Good
Suburbia,5:26,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,7 of 14,,,,7/10/2013 15:44:00,Genn/Good
Let's Get It On,4:17,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,8 of 14,,,,7/10/2013 15:44:00,Genn/Good
Jenni's Song,4:00,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,9 of 14,,,,7/10/2013 15:44:00,Genn/Good
Going All The Way,4:18,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,10 of 14,,,,7/10/2013 15:44:00,Genn/Good
A Boy And His Machine Gun,5:02,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,11 of 14,,,,7/10/2013 15:44:00,Genn/Good
The Future Is X-Rated,3:47,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,12 of 14,,1,11/10/2013 14:58:00,7/10/2013 15:44:00,Genn/Good
Born To Kill,5:42,Matthew Good Band,Beautiful Midnight,Alternative & Punk,1,,,13 of 14,25/08/2014 12:18 AM,,,7/10/2013 15:44:00,Genn/Good
Running For Home,4:38,Matthew Good Band,Beautiful Midnight,Alternative & Punk,,,,14 of 14,,,,7/10/2013 15:44:00,Genn/Good
Apparitions [Edit],4:07,Matthew Good Band,Big Shiny Tunes 3,Alternative & Punk,,,,4 of 17,,,,7/10/2013 16:13:00,
White Lies,2:59,Max Frost,Low High Low - EP,Alternative,1,Max Frost,8/10/2013,1 of 5,15/10/2014 12:44 PM,,,11/10/2014 15:48:00,
Nice and Slow,3:51,Max Frost,Low High Low - EP,Alternative,,Max Frost,8/10/2013,2 of 5,,,,11/10/2014 15:48:00,
Glow Long,3:27,Max Frost,Low High Low - EP,Alternative,1,Max Frost,8/10/2013,3 of 5,15/10/2014 12:48 PM,,,11/10/2014 15:48:00,
Suspended Animation,3:32,Max Frost,Low High Low - EP,Alternative,1,Max Frost,8/10/2013,4 of 5,15/10/2014 12:52 PM,,,11/10/2014 15:48:00,
Be Who You Want To Be,2:27,Max Frost,Low High Low - EP,Alternative,1,Max Frost,8/10/2013,5 of 5,15/10/2014 12:54 PM,,,11/10/2014 15:48:00,
Quest for Conan,2:14,Mazedude,Deadly Towers,Game,,,,,,,,7/10/2013 16:13:00,
Livin' At the Corner of Dude & Catastrophe,3:44,MC Frontalot,Secrets from the Future,Hip Hop/Rap,,MC Frontalot,13/04/2007,3 of 13,,,,2/11/2008 20:29:00,
I'd Do Anything For Love (But I Won't Do That),12:00,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,1 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Life Is A Lemon And I Want My Money Back,8:00,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,2 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Rock And Roll Dreams Come Through,5:51,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,3 of 11,,,,7/10/2013 15:44:00,Jim Steinman
It Just Won't Quit,7:21,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,4 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Out Of The Frying Pan (And Into The Fire),7:24,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,5 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Objects In The Rear View Mirror May Appear Closer Than They Are,10:16,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,6 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Wasted Youth,2:41,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,7 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Everything Louder Than Everything Else,7:59,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,8 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Good Girls Go To Heaven (Bad Girls Go Everywhere),6:53,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,9 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Back Into Hell,2:46,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,10 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Lost Boys And Golden Girls,4:28,Meat Loaf,Bat Out Of Hell II - Back Into Hell,Rock,,,,11 of 11,,,,7/10/2013 15:44:00,Jim Steinman
Safety Dance,2:46,Men Without Hats,The Best 80s Modern Rock Album... Ever! (Disc 2),Rock,,,,15 of 16,,,,7/10/2013 16:13:00,
One,7:25,Metallica,... And Justice For All,,,,,,,,,7/10/2013 15:44:00,
The Day That Never Comes,7:56,Metallica,Death Magnetic,Metal,,Metallica,,4,,,,7/10/2013 16:13:00,Hammett/Hetfield/Trujillo/Ulrich
Help I'm Alive,4:46,Metric,Fantasies,Rock,,Metric,31/03/2009,1 of 10,,,,18/09/2010 12:58 AM,
Sick Muse,4:17,Metric,Fantasies,Rock,,Metric,31/03/2009,2 of 10,,,,18/09/2010 12:58 AM,
Satellite Mind,3:43,Metric,Fantasies,Rock,,Metric,31/03/2009,3 of 10,,,,18/09/2010 12:58 AM,
Twilight Galaxy,4:54,Metric,Fantasies,Rock,,Metric,31/03/2009,4 of 10,,,,18/09/2010 12:58 AM,
Gold Guns Girls,4:05,Metric,Fantasies,Rock,,Metric,31/03/2009,5 of 10,,,,18/09/2010 12:58 AM,
Gimme Sympathy,3:55,Metric,Fantasies,Rock,1,Metric,31/03/2009,6 of 10,13/04/2014 2:58 PM,,,18/09/2010 12:58 AM,
Collect Call,4:46,Metric,Fantasies,Rock,,Metric,31/03/2009,7 of 10,,,,18/09/2010 12:58 AM,
Front Row,3:34,Metric,Fantasies,Rock,,Metric,31/03/2009,8 of 10,,,,18/09/2010 12:58 AM,
Blindness,4:27,Metric,Fantasies,Rock,,Metric,31/03/2009,9 of 10,,,,18/09/2010 12:58 AM,
Stadium Love,4:14,Metric,Fantasies,Rock,,Metric,31/03/2009,10 of 10,,1,11/10/2013 14:58:00,18/09/2010 12:58 AM,
Smooth Criminal,4:11,Michael Jackson,,Pop,,,17/11/2003,,,,,14/06/2009 10:17 AM,
Blue Sky Mine,4:16,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,1 of 10,,,,7/10/2013 16:13:00,"Garrett, Peter; Hillman, Dwayne; Hirst, Rob; Moginie, Jim & Rotsey, Martin"
Stars Of Warburton,4:55,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,2 of 10,,,,7/10/2013 16:13:00,"Moginie, Jim & Garrett, Peter"
Bedlam Bridge,4:24,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,3 of 10,,,,7/10/2013 16:13:00,"Hirst, Rob"
Forgotten Years,4:24,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,4 of 10,,,,7/10/2013 16:13:00,"Hirst, Rob & Moginie, Jim"
Mountains Of Burma,4:57,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,5 of 10,,,,7/10/2013 16:13:00,"Hirst, Rob"
King Of The Mountain,3:52,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,6 of 10,,,,7/10/2013 16:13:00,"Hirst, Rob & Moginie, Jim"
River Runs Red,5:23,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,7 of 10,,,,7/10/2013 16:13:00,"Hirst, Rob & Moginie, Jim"
Shakers And Movers,4:29,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,8 of 10,,,,7/10/2013 16:13:00,"Moginie, Jim & Garrett, Peter"
One Country,5:54,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,9 of 10,,,,7/10/2013 16:13:00,"Moginie, Jim & Garrett, Peter"
Antarctica,4:19,Midnight Oil,Blue Sky Mining,Alternative & Punk,,,,10 of 10,,,,7/10/2013 16:13:00,"Moginie, Jim; Hirst, Rob; Rotsey, Martin & Garrett, Peter"
Beds Are Burning,4:16,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,1 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Put Down That Weapon,4:38,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,2 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Dream World,3:37,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,3 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Artic World,4:22,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,4 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Warakurna,4:38,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,5 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
The Dead Heart,5:11,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,6 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Whoah,3:51,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,7 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Bullroarer,4:59,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,8 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Sell My Soul,3:37,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,9 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Sometimes,3:51,Midnight Oil,Diesel And Dust,Alternative & Punk,,,,10 of 10,,,,7/10/2013 16:13:00,Gary Morris/Jim Moginie/Martin Rotsie/Pater Garrett/Peter Gifford/Rob Hirst
Enter the Jokers Lair,3:29,Miike Snow,Happy to You (Deluxe Version),Alternative,,Miike Snow,13/03/2012,1 of 14,,,,12/5/2012 16:18:00,"Andrew Wyatt, Christian Karlsson & Pontus Winnberg"
The Wave,3:43,Miike Snow,Happy to You (Deluxe Version),Alternative,,Miike Snow,13/03/2012,2 of 14,,,,12/5/2012 16:18:00,"Andrew Wyatt, Christian Karlsson & Pontus Winnberg"
Devil's Work,3:56,Miike Snow,Happy to You (Deluxe Version),Alternative,,Miike Snow,13/03/2012,3 of 14,,,,12/5/2012 16:18:00,"Andrew Wyatt, Christian Karlsson & Pontus Winnberg"
Vase,3:41,Miike Snow,Happy to You (Deluxe Version),Alternative,,Miike Snow,13/03/2012,4 of 14,,,,12/5/2012 16:18:00,"Andrew Wyatt, Christian Karlsson & Pontus Winnberg"
